2016-11-03--13:21:03,43.80,13.84,1,396,0,/n
2016-11-03--13:21:03,50.00,26.00,78.80,299.15,14.76,14.79,0,235,0,
2016-11-03--13:21:03,13.80,13.84,1,392,0,/n
2016-11-03--13:21:03,50.00,26.00,78.80,299.15,14.76,14.79,0,236,0,
2016-11-03--13:21:03,47.00,26.00,78.80,299.15,13.80,13.84,1,394,0,/n
2016-11-03--13:21:03,50.00,26.00,78.80,299.15,14.76,14.79,0,235,0,
2016-11-03--13:21:03,47.00,26.00,78.80,299.15,13.80,13.84,1,396,0,/n
2016-11-03--13:21:03,50.00,26.00,78.80,299.15,14.76,14.79,0,364,0,
2016-11-03--13:21:03,47.00,26.00,78.80,299.15,13.80,13.84,1,443,0,/n
2016-11-03--13:21:03,50.00,26.00,78.80,299.15,14.76,14.79,0,248,0,
